date,t2m_C
2021-09-01,10.388966159179176
2021-10-01,11.61110498158007
2021-11-01,12.322491143936702
2021-12-01,9.75225612284845
2022-01-01,9.818024974322952
2022-02-01,9.666413566307426
2022-03-01,9.408769834899147
2022-04-01,8.717649068525589
2022-05-01,7.253393406508053
2022-06-01,4.996701076122406
2022-07-01,7.011924165235939
2022-08-01,6.807397274001858
2022-09-01,8.679088516281809
2022-10-01,9.583999271337689
2022-11-01,11.5045422740248
2022-12-01,11.260206590040866
2023-01-01,11.493325205707606
2023-02-01,10.055715411582355
2023-03-01,10.744423682671197
2023-04-01,9.836128423211392
2023-05-01,8.743392875816653
2023-06-01,5.949188434327482
2023-07-01,7.051004674907688
2023-08-01,7.689849692035466
2023-09-01,10.624752730316686
2023-10-01,12.777356420094748
2023-11-01,13.003661578177685
2023-12-01,12.575944757648585
2024-01-01,13.167707745808514
2024-02-01,10.810664345278326
2024-03-01,10.584100131907803
2024-04-01,11.490201675167725
2024-05-01,9.69665388912847
2024-06-01,7.652858820364031
2024-07-01,6.459874925916097
2024-08-01,7.92398204999057
2024-09-01,11.150205796240641
2024-10-01,12.357038067357848
2024-11-01,12.085925421833622
2024-12-01,12.818380978979746
2025-01-01,10.15426761232493
2025-02-01,10.167808053419094
2025-03-01,9.50257698418477
2025-04-01,8.471156616237693
2025-05-01,8.245733692086162
2025-06-01,5.805345425513451
2025-07-01,6.358365101304798
2025-08-01,6.6048977379997496
2025-09-01,9.455945460905525
2025-10-01,11.190894837666178
2025-11-01,12.233000733046651
2025-12-01,12.14523647129846
